ID_Encomenda,Data_Calendario,Produto,Quantidade,Preco_Unitario,Estado_Encomenda
ENC-2162,2025-03-09 13:19:00,Banoffee,1,14.0,Entregue
ENC-2340,2025-03-09 13:21:00,Bolo,10,12.0,Entregue
ENC-2834,2025-03-09 15:30:00,Bolo,1,12.0,Entregue
ENC-1064,2025-03-09 16:18:00,Bolo,3,12.0,Entregue
ENC-1538,2025-03-09 17:01:00,Pudim,6,8.0,Entregue
ENC-2026,2025-03-09 18:00:00,Banoffee,5,14.0,Entregue
ENC-1414,2025-03-09 18:36:00,Morangoffee,10,14.0,Entregue
ENC-2799,2025-03-09 21:34:00,Pudim,4,8.0,Entregue
ENC-1478,2025-03-09 22:27:00,Banoffee,2,14.0,Entregue
ENC-2564,2025-03-09 23:47:00,Morangoffee,7,14.0,Entregue
ENC-2405,2025-03-10 11:46:00,Pudim,7,8.0,Entregue
ENC-1828,2025-03-10 12:08:00,Banoffee,8,14.0,Entregue
ENC-1919,2025-03-10 14:36:00,Pudim,10,8.0,Entregue
ENC-1175,2025-03-10 19:59:00,Pudim,6,8.0,Entregue
ENC-2832,2025-03-10 21:06:00,Morangoffee,4,14.0,Entregue
ENC-1701,2025-03-11 11:34:00,Churros,10,12.0,Entregue
ENC-1659,2025-03-11 21:57:00,Pudim,1,8.0,Entregue
ENC-1218,2025-03-11 22:05:00,Churros,5,12.0,Entregue
ENC-2999,2025-03-12 13:24:00,Bolo,2,12.0,Cancelada
ENC-2803,2025-03-12 14:03:00,Pudim,1,8.0,Entregue
ENC-1393,2025-03-12 14:55:00,Banoffee,1,14.0,Entregue
ENC-1009,2025-03-12 19:08:00,Bolo,3,12.0,Entregue
ENC-2055,2025-03-12 23:07:00,Pudim,9,8.0,Entregue
ENC-2537,2025-03-12 23:27:00,Bolo,7,12.0,Entregue
ENC-1115,2025-03-12 23:36:00,Churros,2,12.0,Entregue
ENC-1095,2025-03-13 11:44:00,Morangoffee,1,14.0,Entregue
ENC-1118,2025-03-13 14:19:00,Pudim,1,8.0,Entregue
ENC-2865,2025-03-13 14:29:00,Morangoffee,1,14.0,Entregue
ENC-1576,2025-03-13 16:43:00,Pudim,7,8.0,Entregue
ENC-2312,2025-03-14 11:24:00,Banoffee,1,14.0,Entregue
ENC-2063,2025-03-14 12:52:00,Bolo,3,12.0,Entregue
ENC-1101,2025-03-14 14:56:00,Bolo,1,12.0,Entregue
ENC-1246,2025-03-14 15:25:00,Bolo,2,12.0,Entregue
ENC-1669,2025-03-14 21:05:00,Churros,4,12.0,Entregue
ENC-2036,2025-03-15 11:56:00,Pudim,5,8.0,Entregue
ENC-2054,2025-03-15 16:08:00,Banoffee,10,14.0,Entregue
ENC-1307,2025-03-15 16:34:00,Banoffee,3,14.0,Entregue
ENC-2111,2025-03-15 17:03:00,Bolo,6,12.0,Entregue
ENC-1337,2025-03-15 17:46:00,Banoffee,1,14.0,Entregue
ENC-1952,2025-03-15 20:27:00,Banoffee,10,14.0,Entregue
ENC-2862,2025-03-15 21:54:00,Churros,4,12.0,Entregue
ENC-1798,2025-03-15 22:47:00,Banoffee,2,14.0,Entregue
ENC-1643,2025-03-15 23:39:00,Morangoffee,3,14.0,Entregue
ENC-1794,2025-03-16 13:13:00,Pudim,7,8.0,Entregue
ENC-1238,2025-03-16 16:54:00,Banoffee,6,14.0,Entregue
ENC-1027,2025-03-16 18:56:00,Bolo,4,12.0,Entregue
ENC-1040,2025-03-16 19:39:00,Morangoffee,9,14.0,Entregue
ENC-1305,2025-03-16 22:02:00,Banoffee,8,14.0,Entregue
ENC-2723,2025-03-16 23:19:00,Banoffee,7,14.0,Entregue
ENC-1395,2025-03-17 17:50:00,Bolo,7,12.0,Entregue
ENC-1672,2025-03-17 20:55:00,Morangoffee,10,14.0,Entregue
ENC-2012,2025-03-18 11:39:00,Banoffee,4,14.0,Entregue
ENC-2462,2025-03-18 12:07:00,Banoffee,10,14.0,Entregue
ENC-2939,2025-03-18 14:30:00,Banoffee,1,14.0,Entregue
ENC-1975,2025-03-18 15:07:00,Banoffee,7,14.0,Entregue
ENC-1670,2025-03-18 19:11:00,Churros,8,12.0,Cancelada
ENC-2496,2025-03-18 21:38:00,Morangoffee,8,14.0,Entregue
ENC-1580,2025-03-18 21:44:00,Bolo,10,12.0,Entregue
ENC-1075,2025-03-18 23:29:00,Churros,4,12.0,Entregue
ENC-1743,2025-03-19 12:02:00,Banoffee,7,14.0,Entregue
ENC-1018,2025-03-19 12:38:00,Churros,9,12.0,Entregue
ENC-1065,2025-03-19 17:00:00,Banoffee,4,14.0,Entregue
ENC-2082,2025-03-19 18:15:00,Morangoffee,8,14.0,Entregue
ENC-2637,2025-03-19 21:06:00,Bolo,5,12.0,Entregue
ENC-1290,2025-03-20 15:42:00,Morangoffee,6,14.0,Entregue
ENC-2763,2025-03-20 18:45:00,Morangoffee,5,14.0,Cancelada
ENC-2682,2025-03-20 21:47:00,Churros,1,12.0,Entregue
ENC-2770,2025-03-20 22:13:00,Bolo,1,12.0,Entregue
ENC-1771,2025-03-20 22:48:00,Bolo,5,12.0,Entregue
ENC-1367,2025-03-21 11:10:00,Pudim,8,8.0,Entregue
ENC-2451,2025-03-21 12:56:00,Churros,3,12.0,Entregue
ENC-1634,2025-03-21 14:30:00,Churros,4,12.0,Cancelada
ENC-2746,2025-03-21 14:37:00,Morangoffee,5,14.0,Entregue
ENC-1412,2025-03-21 15:40:00,Pudim,2,8.0,Entregue
ENC-1053,2025-03-21 20:27:00,Churros,4,12.0,Entregue
ENC-2016,2025-03-22 14:40:00,Bolo,3,12.0,Entregue
ENC-1109,2025-03-22 20:22:00,Churros,3,12.0,Cancelada
ENC-1016,2025-03-23 13:59:00,Bolo,6,12.0,Cancelada
ENC-1399,2025-03-23 19:25:00,Bolo,1,12.0,Entregue
ENC-2331,2025-03-23 20:22:00,Churros,7,12.0,Entregue
ENC-2743,2025-03-23 20:26:00,Pudim,2,8.0,Cancelada
ENC-2805,2025-03-23 23:39:00,Churros,1,12.0,Entregue
ENC-1818,2025-03-24 11:37:00,Morangoffee,2,14.0,Cancelada
ENC-2561,2025-03-24 12:25:00,Pudim,10,8.0,Cancelada
ENC-1646,2025-03-24 16:25:00,Pudim,6,8.0,Entregue
ENC-1464,2025-03-24 17:50:00,Pudim,9,8.0,Entregue
ENC-1432,2025-03-24 20:25:00,Churros,4,12.0,Entregue
ENC-2166,2025-03-24 22:48:00,Churros,6,12.0,Entregue
ENC-2967,2025-03-24 23:15:00,Churros,1,12.0,Entregue
ENC-1248,2025-03-25 11:33:00,Pudim,4,8.0,Entregue
ENC-2534,2025-03-25 12:09:00,Churros,8,12.0,Entregue
ENC-1882,2025-03-25 12:19:00,Churros,10,12.0,Entregue
ENC-1145,2025-03-25 15:18:00,Pudim,3,8.0,Entregue
ENC-1163,2025-03-25 20:08:00,Bolo,10,12.0,Entregue
ENC-1903,2025-03-25 20:25:00,Banoffee,10,14.0,Entregue
ENC-1033,2025-03-25 20:27:00,Pudim,10,8.0,Cancelada
ENC-1196,2025-03-25 20:29:00,Churros,9,12.0,Entregue
ENC-1717,2025-03-25 21:28:00,Morangoffee,7,14.0,Entregue
ENC-2646,2025-03-25 23:28:00,Morangoffee,1,14.0,Entregue
ENC-2773,2025-03-26 11:35:00,Morangoffee,2,14.0,Entregue
ENC-2890,2025-03-26 16:52:00,Banoffee,5,14.0,Entregue
ENC-1685,2025-03-26 18:32:00,Bolo,8,12.0,Entregue
ENC-1316,2025-03-26 18:47:00,Banoffee,9,14.0,Entregue
ENC-1178,2025-03-26 21:59:00,Bolo,1,12.0,Entregue
ENC-2518,2025-03-26 23:48:00,Bolo,5,12.0,Entregue
ENC-2590,2025-03-27 12:43:00,Morangoffee,4,14.0,Entregue
ENC-2692,2025-03-27 13:09:00,Morangoffee,6,14.0,Entregue
ENC-1509,2025-03-28 11:24:00,Churros,8,12.0,Entregue
ENC-1215,2025-03-28 14:12:00,Banoffee,4,14.0,Entregue
ENC-1789,2025-03-28 14:57:00,Morangoffee,1,14.0,Entregue
ENC-1103,2025-03-28 20:05:00,Bolo,10,12.0,Entregue
ENC-1500,2025-03-28 20:06:00,Pudim,6,8.0,Entregue
ENC-2315,2025-03-28 20:22:00,Morangoffee,7,14.0,Entregue
ENC-2334,2025-03-28 22:15:00,Bolo,5,12.0,Entregue
ENC-1730,2025-03-28 22:16:00,Banoffee,7,14.0,Entregue
ENC-2375,2025-03-28 23:32:00,Churros,8,12.0,Entregue
ENC-2576,2025-03-29 13:36:00,Pudim,2,8.0,Entregue
ENC-1604,2025-03-29 14:59:00,Churros,3,12.0,Entregue
ENC-2793,2025-03-29 20:46:00,Bolo,6,12.0,Cancelada
ENC-2342,2025-03-29 22:54:00,Morangoffee,10,14.0,Entregue
ENC-2784,2025-03-30 11:08:00,Bolo,5,12.0,Entregue
ENC-1156,2025-03-30 12:02:00,Morangoffee,2,14.0,Entregue
ENC-2847,2025-03-30 13:15:00,Banoffee,2,14.0,Entregue
ENC-2017,2025-03-30 13:41:00,Banoffee,5,14.0,Entregue
ENC-1134,2025-03-30 22:46:00,Morangoffee,2,14.0,Cancelada
ENC-1085,2025-03-30 23:24:00,Churros,2,12.0,Entregue
ENC-1166,2025-03-31 15:44:00,Morangoffee,5,14.0,Entregue
ENC-2319,2025-03-31 17:51:00,Pudim,3,8.0,Entregue
ENC-1574,2025-03-31 18:33:00,Banoffee,4,14.0,Entregue
ENC-1842,2025-04-01 12:50:00,Churros,9,12.0,Entregue
ENC-1931,2025-04-01 17:31:00,Morangoffee,9,14.0,Entregue
ENC-2376,2025-04-01 21:14:00,Bolo,8,12.0,Entregue
ENC-2207,2025-04-01 21:34:00,Churros,3,12.0,Entregue
ENC-1563,2025-04-02 12:21:00,Morangoffee,7,14.0,Entregue
ENC-2325,2025-04-02 12:28:00,Banoffee,3,14.0,Cancelada
ENC-1242,2025-04-02 16:46:00,Pudim,2,8.0,Entregue
ENC-1514,2025-04-02 16:50:00,Banoffee,1,14.0,Entregue
ENC-2791,2025-04-02 18:18:00,Banoffee,1,14.0,Entregue
ENC-1291,2025-04-02 19:55:00,Banoffee,3,14.0,Entregue
ENC-2612,2025-04-02 20:23:00,Pudim,4,8.0,Entregue
ENC-2329,2025-04-02 23:15:00,Bolo,7,12.0,Entregue
ENC-1380,2025-04-03 11:50:00,Banoffee,3,14.0,Entregue
ENC-1835,2025-04-03 12:42:00,Churros,5,12.0,Entregue
ENC-1595,2025-04-03 14:45:00,Banoffee,5,14.0,Entregue
ENC-2266,2025-04-03 15:10:00,Morangoffee,2,14.0,Entregue
ENC-2046,2025-04-03 16:13:00,Banoffee,8,14.0,Entregue
ENC-2719,2025-04-03 18:59:00,Banoffee,2,14.0,Entregue
ENC-1047,2025-04-03 19:23:00,Churros,4,12.0,Entregue
ENC-2995,2025-04-04 14:18:00,Pudim,1,8.0,Entregue
ENC-1346,2025-04-04 15:34:00,Bolo,8,12.0,Entregue
ENC-2553,2025-04-04 15:47:00,Bolo,4,12.0,Entregue
ENC-2508,2025-04-04 21:17:00,Churros,10,12.0,Cancelada
ENC-2346,2025-04-04 23:44:00,Morangoffee,9,14.0,Entregue
ENC-2213,2025-04-05 12:45:00,Bolo,7,12.0,Entregue
ENC-2966,2025-04-05 15:57:00,Bolo,10,12.0,Entregue
ENC-1302,2025-04-05 19:22:00,Banoffee,8,14.0,Entregue
ENC-2620,2025-04-05 21:49:00,Churros,10,12.0,Entregue
ENC-1011,2025-04-05 23:08:00,Bolo,4,12.0,Entregue
ENC-2020,2025-04-06 11:10:00,Bolo,6,12.0,Cancelada
ENC-2617,2025-04-06 11:38:00,Churros,4,12.0,Entregue
ENC-1586,2025-04-06 11:38:00,Banoffee,4,14.0,Entregue
ENC-1329,2025-04-06 11:59:00,Morangoffee,8,14.0,Entregue
ENC-1703,2025-04-06 12:56:00,Pudim,1,8.0,Entregue
ENC-1003,2025-04-06 14:04:00,Pudim,1,8.0,Cancelada
ENC-1375,2025-04-06 14:32:00,Churros,3,12.0,Entregue
ENC-2610,2025-04-06 16:03:00,Morangoffee,2,14.0,Entregue
ENC-1970,2025-04-06 18:51:00,Banoffee,3,14.0,Entregue
ENC-1168,2025-04-06 19:52:00,Pudim,8,8.0,Entregue
ENC-1944,2025-04-07 13:15:00,Banoffee,8,14.0,Entregue
ENC-1957,2025-04-07 15:20:00,Morangoffee,10,14.0,Cancelada
ENC-2844,2025-04-07 18:34:00,Pudim,8,8.0,Entregue
ENC-1062,2025-04-07 20:10:00,Bolo,4,12.0,Cancelada
ENC-1727,2025-04-07 23:46:00,Churros,1,12.0,Entregue
ENC-1895,2025-04-08 16:08:00,Bolo,5,12.0,Entregue
ENC-1821,2025-04-08 20:59:00,Pudim,4,8.0,Entregue
ENC-1483,2025-04-08 21:10:00,Bolo,4,12.0,Entregue
ENC-1706,2025-04-09 12:21:00,Bolo,3,12.0,Entregue
ENC-1415,2025-04-09 15:36:00,Churros,1,12.0,Cancelada
ENC-2489,2025-04-09 20:55:00,Banoffee,6,14.0,Entregue
ENC-1267,2025-04-09 21:21:00,Morangoffee,3,14.0,Entregue
ENC-1005,2025-04-10 15:29:00,Banoffee,6,14.0,Entregue
ENC-1570,2025-04-10 21:36:00,Morangoffee,2,14.0,Entregue
ENC-2567,2025-04-11 14:22:00,Pudim,2,8.0,Entregue
ENC-1370,2025-04-11 16:10:00,Churros,5,12.0,Entregue
ENC-1902,2025-04-11 16:19:00,Banoffee,6,14.0,Entregue
ENC-1937,2025-04-11 17:27:00,Banoffee,1,14.0,Entregue
ENC-1405,2025-04-11 17:39:00,Churros,10,12.0,Entregue
ENC-2309,2025-04-11 22:55:00,Churros,4,12.0,Entregue
ENC-2141,2025-04-12 12:37:00,Bolo,1,12.0,Entregue
ENC-2430,2025-04-12 13:24:00,Morangoffee,4,14.0,Entregue
ENC-1189,2025-04-12 14:06:00,Churros,7,12.0,Entregue
ENC-2787,2025-04-12 14:42:00,Churros,4,12.0,Entregue
ENC-2077,2025-04-12 14:43:00,Pudim,10,8.0,Entregue
ENC-1695,2025-04-12 15:27:00,Morangoffee,5,14.0,Entregue
ENC-1935,2025-04-12 16:08:00,Morangoffee,5,14.0,Entregue
ENC-2280,2025-04-12 18:43:00,Churros,1,12.0,Entregue
ENC-2423,2025-04-12 22:20:00,Churros,2,12.0,Entregue
ENC-2511,2025-04-12 22:24:00,Bolo,6,12.0,Entregue
ENC-1812,2025-04-12 22:53:00,Morangoffee,7,14.0,Entregue
ENC-2043,2025-04-12 23:09:00,Morangoffee,8,14.0,Entregue
ENC-2198,2025-04-13 12:37:00,Pudim,6,8.0,Entregue
ENC-2607,2025-04-13 18:42:00,Pudim,8,8.0,Entregue
ENC-1339,2025-04-14 16:46:00,Pudim,9,8.0,Entregue
ENC-1605,2025-04-14 19:21:00,Morangoffee,9,14.0,Entregue
ENC-2961,2025-04-14 20:19:00,Pudim,9,8.0,Entregue
ENC-1611,2025-04-14 23:09:00,Bolo,4,12.0,Entregue
ENC-1907,2025-04-15 12:25:00,Pudim,6,8.0,Entregue
ENC-1324,2025-04-15 14:09:00,Bolo,9,12.0,Entregue
ENC-2983,2025-04-15 14:23:00,Bolo,4,12.0,Entregue
ENC-1128,2025-04-15 16:13:00,Bolo,3,12.0,Entregue
ENC-2919,2025-04-15 18:40:00,Morangoffee,10,14.0,Cancelada
ENC-2349,2025-04-15 20:33:00,Banoffee,1,14.0,Entregue
ENC-1451,2025-04-15 21:36:00,Pudim,9,8.0,Entregue
ENC-2052,2025-04-15 22:01:00,Churros,7,12.0,Entregue
ENC-1507,2025-04-15 23:41:00,Churros,5,12.0,Entregue
ENC-1100,2025-04-16 13:49:00,Pudim,8,8.0,Cancelada
ENC-1968,2025-04-16 14:56:00,Bolo,1,12.0,Cancelada
ENC-1072,2025-04-16 15:11:00,Banoffee,3,14.0,Entregue
ENC-2025,2025-04-16 16:59:00,Pudim,9,8.0,Entregue
ENC-1266,2025-04-16 18:24:00,Morangoffee,9,14.0,Entregue
ENC-1635,2025-04-16 22:09:00,Churros,9,12.0,Entregue
ENC-1596,2025-04-16 22:29:00,Churros,7,12.0,Entregue
ENC-1220,2025-04-17 15:39:00,Morangoffee,7,14.0,Entregue
ENC-2357,2025-04-18 12:06:00,Pudim,2,8.0,Entregue
ENC-1712,2025-04-18 13:54:00,Banoffee,9,14.0,Entregue
ENC-1752,2025-04-19 15:03:00,Churros,10,12.0,Entregue
ENC-2008,2025-04-19 17:55:00,Churros,10,12.0,Entregue
ENC-2850,2025-04-19 19:23:00,Pudim,2,8.0,Entregue
ENC-1313,2025-04-19 21:23:00,Churros,9,12.0,Entregue
ENC-1757,2025-04-19 22:53:00,Banoffee,3,14.0,Entregue
ENC-1165,2025-04-20 11:49:00,Morangoffee,5,14.0,Entregue
ENC-2194,2025-04-20 13:23:00,Morangoffee,7,14.0,Entregue
ENC-1173,2025-04-20 14:18:00,Morangoffee,7,14.0,Entregue
ENC-2344,2025-04-20 14:59:00,Bolo,7,12.0,Cancelada
ENC-1837,2025-04-20 15:20:00,Banoffee,2,14.0,Entregue
ENC-1181,2025-04-20 17:25:00,Banoffee,7,14.0,Entregue
ENC-1966,2025-04-20 18:11:00,Pudim,4,8.0,Entregue
ENC-1454,2025-04-20 18:32:00,Pudim,5,8.0,Entregue
ENC-2789,2025-04-20 19:59:00,Churros,10,12.0,Entregue
ENC-2855,2025-04-20 20:17:00,Banoffee,3,14.0,Entregue
ENC-2557,2025-04-20 21:43:00,Bolo,5,12.0,Entregue
ENC-2624,2025-04-21 13:41:00,Pudim,6,8.0,Entregue
ENC-1335,2025-04-21 17:49:00,Pudim,10,8.0,Entregue
ENC-2662,2025-04-21 21:30:00,Pudim,9,8.0,Entregue
ENC-2580,2025-04-22 13:59:00,Churros,6,12.0,Entregue
ENC-2250,2025-04-22 14:06:00,Morangoffee,10,14.0,Entregue
ENC-2605,2025-04-22 14:12:00,Morangoffee,9,14.0,Entregue
ENC-1162,2025-04-22 17:18:00,Pudim,3,8.0,Entregue
ENC-2882,2025-04-22 19:57:00,Morangoffee,1,14.0,Entregue
ENC-1223,2025-04-22 21:27:00,Morangoffee,8,14.0,Entregue
ENC-2929,2025-04-22 22:29:00,Pudim,7,8.0,Entregue
ENC-2316,2025-04-22 23:23:00,Bolo,3,12.0,Entregue
ENC-1620,2025-04-23 12:31:00,Pudim,2,8.0,Entregue
ENC-2386,2025-04-23 13:14:00,Bolo,2,12.0,Entregue
ENC-1654,2025-04-23 14:09:00,Churros,9,12.0,Entregue
ENC-1239,2025-04-23 15:11:00,Banoffee,7,14.0,Entregue
ENC-2335,2025-04-23 18:40:00,Pudim,6,8.0,Cancelada
ENC-1378,2025-04-24 15:03:00,Banoffee,6,14.0,Entregue
ENC-2900,2025-04-24 21:03:00,Banoffee,10,14.0,Cancelada
ENC-1133,2025-04-25 13:06:00,Pudim,6,8.0,Cancelada
ENC-2907,2025-04-25 16:03:00,Pudim,5,8.0,Entregue
ENC-2298,2025-04-25 17:32:00,Churros,6,12.0,Entregue
ENC-2714,2025-04-25 18:37:00,Churros,7,12.0,Entregue
ENC-2295,2025-04-25 21:11:00,Banoffee,5,14.0,Entregue
ENC-1545,2025-04-25 21:16:00,Churros,2,12.0,Entregue
ENC-1046,2025-04-26 15:52:00,Churros,3,12.0,Entregue
ENC-2158,2025-04-26 18:49:00,Banoffee,2,14.0,Entregue
ENC-2845,2025-04-27 12:11:00,Bolo,10,12.0,Entregue
ENC-2707,2025-04-27 15:11:00,Churros,10,12.0,Entregue
ENC-2175,2025-04-27 17:37:00,Banoffee,8,14.0,Cancelada
ENC-2256,2025-04-27 19:22:00,Bolo,4,12.0,Entregue
ENC-1737,2025-04-27 22:26:00,Churros,7,12.0,Entregue
ENC-1603,2025-04-27 23:01:00,Churros,3,12.0,Entregue
ENC-1073,2025-04-27 23:56:00,Morangoffee,2,14.0,Cancelada
ENC-2854,2025-04-28 12:14:00,Morangoffee,9,14.0,Cancelada
ENC-2835,2025-04-28 15:23:00,Churros,2,12.0,Entregue
ENC-1939,2025-04-28 18:09:00,Banoffee,3,14.0,Entregue
ENC-2425,2025-04-28 18:25:00,Churros,8,12.0,Entregue
ENC-1832,2025-04-28 18:59:00,Bolo,5,12.0,Entregue
ENC-1482,2025-04-28 19:54:00,Bolo,4,12.0,Cancelada
ENC-1629,2025-04-29 23:40:00,Banoffee,9,14.0,Entregue
ENC-1531,2025-04-30 12:48:00,Bolo,9,12.0,Entregue
ENC-2216,2025-04-30 13:47:00,Churros,7,12.0,Entregue
ENC-2056,2025-04-30 15:29:00,Pudim,10,8.0,Entregue
ENC-2722,2025-04-30 16:45:00,Pudim,3,8.0,Entregue
ENC-1808,2025-04-30 16:55:00,Bolo,3,12.0,Entregue
ENC-1893,2025-05-01 15:16:00,Bolo,2,12.0,Entregue
ENC-2756,2025-05-01 18:39:00,Churros,6,12.0,Entregue
ENC-2446,2025-05-01 20:01:00,Pudim,3,8.0,Entregue
ENC-1127,2025-05-02 12:04:00,Bolo,3,12.0,Entregue
ENC-1854,2025-05-02 14:10:00,Pudim,3,8.0,Entregue
ENC-2842,2025-05-02 14:41:00,Morangoffee,7,14.0,Entregue
ENC-2239,2025-05-02 17:31:00,Banoffee,9,14.0,Entregue
ENC-2049,2025-05-02 18:03:00,Bolo,3,12.0,Entregue
ENC-1748,2025-05-02 20:28:00,Morangoffee,5,14.0,Entregue
ENC-1341,2025-05-02 21:20:00,Pudim,7,8.0,Entregue
ENC-1979,2025-05-03 12:29:00,Bolo,5,12.0,Cancelada
ENC-2242,2025-05-03 13:33:00,Pudim,3,8.0,Entregue
ENC-1949,2025-05-03 14:43:00,Pudim,3,8.0,Entregue
ENC-2651,2025-05-03 20:26:00,Morangoffee,9,14.0,Cancelada
ENC-1044,2025-05-03 22:42:00,Banoffee,10,14.0,Entregue
ENC-2996,2025-05-04 13:45:00,Banoffee,10,14.0,Entregue
ENC-2369,2025-05-04 15:15:00,Banoffee,6,14.0,Entregue
ENC-2631,2025-05-04 15:33:00,Morangoffee,6,14.0,Cancelada
ENC-2563,2025-05-04 19:04:00,Bolo,9,12.0,Entregue
ENC-1650,2025-05-04 19:40:00,Bolo,2,12.0,Entregue
ENC-2734,2025-05-04 20:15:00,Churros,4,12.0,Entregue
ENC-1645,2025-05-04 20:39:00,Banoffee,10,14.0,Entregue
ENC-2416,2025-05-04 20:53:00,Morangoffee,10,14.0,Entregue
ENC-2680,2025-05-05 11:01:00,Morangoffee,3,14.0,Entregue
ENC-1234,2025-05-05 11:06:00,Bolo,10,12.0,Entregue
ENC-1881,2025-05-05 13:17:00,Pudim,7,8.0,Entregue
ENC-1896,2025-05-05 15:28:00,Morangoffee,10,14.0,Entregue
ENC-1844,2025-05-05 17:09:00,Banoffee,6,14.0,Entregue
ENC-2031,2025-05-05 20:29:00,Morangoffee,2,14.0,Cancelada
ENC-2070,2025-05-05 23:14:00,Churros,5,12.0,Entregue
ENC-1779,2025-05-06 15:35:00,Bolo,7,12.0,Entregue
ENC-2436,2025-05-06 15:49:00,Banoffee,6,14.0,Entregue
ENC-1232,2025-05-06 18:21:00,Churros,5,12.0,Entregue
ENC-2234,2025-05-06 18:44:00,Bolo,1,12.0,Entregue
ENC-2149,2025-05-06 18:50:00,Pudim,1,8.0,Entregue
ENC-1926,2025-05-06 22:47:00,Pudim,8,8.0,Entregue
ENC-1114,2025-05-06 23:21:00,Bolo,5,12.0,Entregue
ENC-2645,2025-05-07 13:08:00,Banoffee,7,14.0,Cancelada
ENC-1543,2025-05-07 19:36:00,Churros,1,12.0,Entregue
ENC-1078,2025-05-08 11:11:00,Bolo,7,12.0,Entregue
ENC-2768,2025-05-08 12:29:00,Bolo,5,12.0,Entregue
ENC-1141,2025-05-08 13:17:00,Churros,3,12.0,Entregue
ENC-2512,2025-05-08 13:55:00,Pudim,2,8.0,Entregue
ENC-1848,2025-05-08 20:33:00,Banoffee,3,14.0,Entregue
ENC-2503,2025-05-08 21:44:00,Pudim,3,8.0,Entregue
ENC-1981,2025-05-09 12:52:00,Banoffee,2,14.0,Cancelada
ENC-2733,2025-05-09 13:17:00,Pudim,2,8.0,Entregue
ENC-2499,2025-05-09 15:21:00,Morangoffee,3,14.0,Entregue
ENC-1600,2025-05-09 16:56:00,Pudim,5,8.0,Entregue
ENC-2839,2025-05-09 17:05:00,Banoffee,9,14.0,Entregue
ENC-2454,2025-05-09 17:44:00,Churros,9,12.0,Entregue
ENC-2760,2025-05-09 19:06:00,Morangoffee,4,14.0,Entregue
ENC-1045,2025-05-09 19:18:00,Pudim,1,8.0,Entregue
ENC-2684,2025-05-09 19:58:00,Banoffee,9,14.0,Entregue
ENC-2941,2025-05-09 20:56:00,Bolo,10,12.0,Entregue
ENC-2657,2025-05-09 21:39:00,Morangoffee,1,14.0,Entregue
ENC-2320,2025-05-09 22:19:00,Churros,6,12.0,Entregue
ENC-2263,2025-05-10 11:05:00,Bolo,9,12.0,Entregue
ENC-1918,2025-05-10 14:45:00,Pudim,3,8.0,Entregue
ENC-2539,2025-05-10 16:42:00,Pudim,8,8.0,Entregue
ENC-2517,2025-05-10 16:43:00,Churros,6,12.0,Entregue
ENC-1338,2025-05-10 19:34:00,Pudim,1,8.0,Entregue
ENC-2696,2025-05-11 14:19:00,Pudim,6,8.0,Cancelada
ENC-1282,2025-05-11 14:47:00,Pudim,5,8.0,Entregue
ENC-1390,2025-05-11 15:26:00,Bolo,2,12.0,Entregue
ENC-2382,2025-05-11 15:35:00,Morangoffee,3,14.0,Entregue
ENC-2301,2025-05-11 20:51:00,Morangoffee,4,14.0,Entregue
ENC-1004,2025-05-11 22:43:00,Morangoffee,4,14.0,Entregue
ENC-2938,2025-05-11 23:09:00,Pudim,7,8.0,Entregue
ENC-1318,2025-05-12 12:03:00,Banoffee,10,14.0,Entregue
ENC-1747,2025-05-12 15:34:00,Morangoffee,2,14.0,Cancelada
ENC-1212,2025-05-12 15:55:00,Banoffee,10,14.0,Entregue
ENC-1839,2025-05-12 16:43:00,Bolo,5,12.0,Cancelada
ENC-2195,2025-05-12 19:09:00,Banoffee,4,14.0,Entregue
ENC-2247,2025-05-12 20:49:00,Churros,2,12.0,Cancelada
ENC-1899,2025-05-13 11:26:00,Churros,4,12.0,Entregue
ENC-2675,2025-05-13 12:44:00,Bolo,6,12.0,Entregue
ENC-1692,2025-05-13 15:29:00,Banoffee,8,14.0,Cancelada
ENC-2649,2025-05-13 21:27:00,Banoffee,2,14.0,Entregue
ENC-2954,2025-05-13 23:44:00,Bolo,2,12.0,Entregue
ENC-1849,2025-05-14 11:27:00,Pudim,3,8.0,Entregue
ENC-2751,2025-05-15 15:48:00,Banoffee,4,14.0,Entregue
ENC-2837,2025-05-15 23:31:00,Bolo,4,12.0,Entregue
ENC-2701,2025-05-16 12:40:00,Banoffee,7,14.0,Entregue
ENC-1684,2025-05-16 13:05:00,Pudim,7,8.0,Entregue
ENC-1875,2025-05-16 13:32:00,Bolo,3,12.0,Entregue
ENC-2730,2025-05-16 17:02:00,Morangoffee,6,14.0,Entregue
ENC-2159,2025-05-16 18:05:00,Bolo,4,12.0,Cancelada
ENC-2299,2025-05-16 21:06:00,Bolo,6,12.0,Entregue
ENC-2933,2025-05-16 21:27:00,Morangoffee,10,14.0,Entregue
ENC-2431,2025-05-17 15:04:00,Banoffee,5,14.0,Entregue
ENC-1191,2025-05-17 15:55:00,Banoffee,3,14.0,Entregue
ENC-1649,2025-05-17 17:48:00,Banoffee,7,14.0,Entregue
ENC-2163,2025-05-17 17:48:00,Morangoffee,7,14.0,Entregue
ENC-2400,2025-05-17 18:55:00,Pudim,5,8.0,Cancelada
ENC-2155,2025-05-17 20:23:00,Morangoffee,5,14.0,Entregue
